,Name_POI,Name_POI.1,Longitude,Latitude,Category,Checkin user number,Category_en
1257,湖北省教育考试院考试服务中心, Hubei Provincial Education Examination Institute Examination Service Center,114.25166,30.62776,生活娱乐,175,Life entertainment
287,五环峰购物广场, Wuhuanfeng Shopping Plaza,114.29844,30.54203,生活娱乐,868,Life entertainment
1482,Muse酒吧, Muse bar,114.300682,30.581195,生活娱乐,141,Life entertainment
800,欢乐迪ktv, Happy Di ktv,114.386276,30.620714,生活娱乐,302,Life entertainment
208,Helens西餐吧(天津路店), Helens western food bar ( Tianjin Road Store ),114.296371,30.585541,生活娱乐,1190,Life entertainment
1173,武汉石化, Wuhan Petrochemical,114.43643,30.6544,生活娱乐,192,Life entertainment
947,清水湾一号公馆, Clearwater Bay Residence No. 1,114.250579,30.584615,生活娱乐,253,Life entertainment
929,新吉庆街欢乐迪," Happy Die, Xinjiqing Street",114.293711,30.586361,生活娱乐,258,Life entertainment
251,五环大道轻轨站, Fifth Ring Road Light Rail Station,114.138434,30.617653,轻轨站,972,Light Rail Station
513,崇仁路轻轨站, Chongren Road Light Rail Station,114.261853,30.574016,轻轨站,479,Light Rail Station
733,硚口路轻轨站, Qiaokou Road Light Rail Station,114.250174,30.571487,轻轨站,336,Light Rail Station
330,大智路轻轨站, Dazhi Road Light Rail Station,114.295364,30.59274,轻轨站,757,Light Rail Station
224,宗关轻轨站, Zongguan Light Rail Station,114.226281,30.580607,轻轨站,1083,Light Rail Station
750,友谊路轻轨站, Friendship Road Light Rail Station,114.277981,30.580735,轻轨站,325,Light Rail Station
517,古田一路轻轨站, Gutian 1st Road Light Rail Station,114.182714,30.604614,轻轨站,474,Light Rail Station
369,三阳路轻轨站, Sanyang Road Light Rail Station,114.30162,30.599099,轻轨站,675,Light Rail Station
726,古田三路轻轨站, Gutian 3rd Road Light Rail Station,114.202666,30.594369,轻轨站,339,Light Rail Station
1153,头道街轻轨站, Toudaojie Light Rail Station,114.31559,30.618525,轻轨站,197,Light Rail Station
1230,新荣轻轨站,Xinrong Light Rail Station,114.343337,30.651991,轻轨站,181,Light Rail Station
613,徐州新村轻轨站, Xuzhou Xincun Light Rail Station,114.325865,30.632543,轻轨站,394,Light Rail Station
764,汉西一路轻轨站, Hanxi 1st Road Light Rail Station,114.219887,30.584963,轻轨站,319,Light Rail Station
444,额头湾轻轨站, Forehead Bay Light Rail Station,114.153841,30.618653,轻轨站,564,Light Rail Station
778,古田四路轻轨站, Gutian 4th Road Light Rail Station,114.211797,30.589155,轻轨站,313,Light Rail Station
295,古田二路轻轨站, Gutian 2nd Road Light Rail Station,114.196208,30.597942,轻轨站,845,Light Rail Station
1039,利济北路轻轨站, Liji North Road Light Rail Station,114.269123,30.577023,轻轨站,227,Light Rail Station
808,二七路轻轨站, Erqi Road Light Rail Station,114.320849,30.625812,轻轨站,299,Light Rail Station
680,十五中, fifteen middle school,114.325447,30.537462,中学,356,Middle school
958,湖北省武昌实验中学, Hubei Wuchang Experimental Middle School,114.30328,30.55159,中学,249,Middle school
1023,湖北省水果湖高级中学, Hubei Province Fruit Lake Senior High School,114.34676,30.54952,中学,233,Middle school
1467,武汉市黄陂区实验中学, Wuhan Huangpi District Experimental Middle School,114.38054,30.87131,中学,142,Middle school
1339,武汉三中(拦江路), Wuhan No. 3 Middle School ( Block River Road ),114.27143,30.54479,中学,161,Middle school
1591,武汉市江夏实验高中, Wuhan Jiangxia Experimental High School,114.32305,30.34157,中学,127,Middle school
795,关山中学, Guanshan Middle School,114.408875,30.496799,中学,306,Middle school
1047,黄陂区第二中学, Huangpi District No. 2 Middle School,114.23992,31.01807,中学,223,Middle school
1267,武汉市钢城第四中学, Wuhan Gangcheng No. 4 Middle School,114.39434,30.63435,中学,173,Middle school
1500,武钢三中, Wuhan Iron and Steel Third Middle School,114.39047,30.63912,中学,137,Middle school
1588,汉阳区第一中学, Hanyang District No. 1 Middle School,114.0163,30.57711,中学,128,Middle school
1184,武汉市育才高中, Wuhan Yucai High School,114.29966,30.60365,中学,190,Middle school
1519,武汉外国语学校, Wuhan Foreign Language School,114.269092,30.583928,中学,135,Middle school
1639,武汉十六中, Wuhan No. 16 Middle School,114.3007,30.59396,中学,123,Middle school
1121,武汉市第二十六中学, Wuhan No. 26 Middle School,114.24537,30.57613,中学,207,Middle school
1566,武汉市第二十三中学(汉阳区人民政府西), Wuhan No. 23 Middle School ( Hanyang District People's Government West ),114.217371,30.554731,中学,130,Middle school
1084,武汉枫叶国际学校, Wuhan Maple Leaf International School,114.38597,30.44853,中学,214,Middle school
834,武汉市第四十九中学, Wuhan No. 49 Middle School,114.40606,30.64674,中学,289,Middle school
1656,新洲区第一中学, Xinzhou District No. 1 Middle School,114.81509,30.84664,中学,122,Middle school
1533,新洲二中, Xinzhou No. 2 Middle School,114.599774,30.830478,中学,134,Middle school
963,湖北黄陂一中,Hubei Huangpi No.1 Middle School,114.36098,30.90297,中学,248,Middle school
776,武汉市第一中学(常青一路), Wuhan No. 1 Middle School ( Evergreen all the way ),114.25857,30.62374,中学,313,Middle school
1242,武汉市第六中学(球场路), Wuhan No. 6 Middle School ( Stadium Road ),114.29183,30.60276,中学,178,Middle school
614,武汉市第四中学, Wuhan No. 4 Middle School,114.217939,30.587096,中学,394,Middle school
1019,武汉市第二中学, Wuhan No. 2 Middle School,114.30835,30.60601,中学,234,Middle school
782,武汉市第十七中学,Wuhan No. 17 Middle School,114.22801,30.58053,中学,310,Middle school
1553,武汉市钢都中学, Wuhan Gangdu Middle School,114.3672,30.61199,中学,131,Middle school
667,武汉中学, Wuhan Middle School,114.31275,30.54776,中学,364,Middle school
865,武汉市东湖中学, Wuhan Donghu Middle School,114.36828,30.57482,中学,279,Middle school
1140,武汉市第十一中学,Wuhan No. 11 Middle School,114.260535,30.574556,中学,202,Middle school
375,黄鹤楼(西门), Yellow Crane Tower ( Simon ),114.30061,30.54515,国家级景点,673,National attraction
7,黄鹤楼, Yellow Crane Tower,114.3025,30.54462,国家级景点,12364,National attraction
816,湖北日报传媒集团, Hubei Daily Media Group,114.36608,30.56727,报社,297,Newspaper
436,娘惹裙厨(光谷店), Nyonya Skirt Chef ( Optics Valley Store ),114.402193,30.505463,其他亚洲菜,576,Other Asian cuisine
675,娘惹裙厨 新佳丽店, Nyonya Skirt Kitchen New Beauty Store,114.29214,30.57836,其他亚洲菜,359,Other Asian cuisine
217,武汉东湖樱花园, Wuhan East Lake Cherry Blossom Garden,114.40933,30.54495,公园户外,1137,Park Outdoor
22,武汉长江大桥, Wuhan Yangtze River Bridge,114.28845,30.54964,公园户外,5726,Park Outdoor
1479,圣宝龙大酒店, San Baolong Hotel,114.35598,30.51059,公园户外,141,Park Outdoor
888,武汉市公安局交通管理局车辆管理所, Wuhan Public Security Bureau Traffic Administration Vehicle Management Office,114.32401,30.57161,公园户外,271,Park Outdoor
966,柴泊湖旅游风景区, Chaibo Lake Tourist Scenic Spot,114.57291,30.67623,公园户外,248,Park Outdoor
1419,九真山森林公园, Jiuzhen Mountain Forest Park,113.9256,30.47258,公园户外,150,Park Outdoor
1064,武汉诺威香卡酒店, Wuhan Novi Shankar Hotel,114.4018,30.45719,公园户外,219,Park Outdoor
1440,武昌江滩月亮湾景观区(2门), Wuchang River Beach Moon Bay Scenic Area (2 Door ),114.31787,30.57985,公园户外,147,Park Outdoor
1112,木兰古门风景区, Mulan Ancient Gate Scenic Area,114.34835,31.26601,公园户外,208,Park Outdoor
982,九龙大酒店, Kowloon Hotel,114.30229,30.52035,公园户外,243,Park Outdoor
493,武汉沌口长江大酒店, Wuhan Zhuankou Yangtze River Hotel,114.15794,30.48663,公园户外,495,Park Outdoor
1221,南国南湖城市广场, Nanguo Nanhu City Plaza,114.324825,30.504732,公园户外,183,Park Outdoor
1550,武汉市机动车驾驶员协会, Wuhan Motor Vehicle Drivers Association,114.2071,30.56292,公园户外,132,Park Outdoor
483,江汉二桥, Jianghan Second Bridge,114.21883,30.57573,公园户外,510,Park Outdoor
57,西园商业步行街, West Park Commercial Pedestrian Street,114.269819,30.585764,公园户外,3066,Park Outdoor
515,武汉长江大桥武昌桥头, Wuchang Bridge Head of Wuhan Yangtze River Bridge,114.302444,30.546887,公园户外,475,Park Outdoor
391,水果湖步行街, Fruit Lake Pedestrian Street,114.344033,30.547227,公园户外,637,Park Outdoor
129,藏龙岛, Hidden Dragon Island,114.416824,30.418086,公园户外,1744,Park Outdoor
1169,知音.九真景区, Bosom friend . Jiuzhen Scenic Area,113.95486,30.47462,公园户外,193,Park Outdoor
1337,军山长江大桥, Junshan Yangtze River Bridge,114.14623,30.3714,公园户外,162,Park Outdoor
581,扁担山墓园, Piandanshan Cemetery,114.18582,30.56506,公园户外,423,Park Outdoor
1273,磨山景区(武汉东湖樱花园西), Moshan Scenic Area ( Wuhan East Lake Cherry Blossom Garden West ),114.40632,30.54573,公园户外,173,Park Outdoor
379,武汉五月花大酒店, Wuhan Mayflower Hotel,114.32752,30.53652,公园户外,664,Park Outdoor
406,武汉洪山宾馆, Wuhan Hongshan Hotel,114.33856,30.54708,公园户外,621,Park Outdoor
1598,好百年饭店, Centennial Hotel,114.29724,30.57697,公园户外,127,Park Outdoor
383,武汉天兴洲长江大桥, Wuhan Tianxingzhou Yangtze River Bridge,114.38716,30.68347,公园户外,658,Park Outdoor
1299,白云洞, Baiyun Cave,114.28854,30.34964,公园户外,168,Park Outdoor
1567,薇拉摄影AVIVA, Vera Photography AVIVA,114.267817,30.558034,照相馆,130,Photography hall
1168,武汉市公安局, Wuhan Public Security Bureau,114.25823,30.61432,警察局,193,Police station
957,汉口江滩轮渡粤汉旅游码头, Hankou Jiangtan Ferry Yuehan Tourist Wharf,114.30478,30.59022,港口码头,250,Port terminal
1114,武汉轮渡集家嘴码头, Wuhan Ferry Jijiazui Wharf,114.28475,30.5666,港口码头,208,Port terminal
29,汉口江滩, Hankou River Beach,114.30052,30.58134,港口码头,5101,Port terminal
160,中华路轮渡码头, Zhonghua Road Ferry Terminal,114.29483,30.55047,港口码头,1468,Port terminal
1000,武汉轮渡武汉关码头, Wuhan Ferry Wuhan Guan Wharf,114.29773,30.575,港口码头,239,Port terminal
408,木兰山风景区, Mulan Mountain Scenic Area,114.38217,31.1089,省级景点,619,Provincial attraction
1531,湖北电影制片厂, Hubei Film Studio,114.26705,30.58716,出版社,134,Publisher
365,东方马城国际赛马场, Oriental Horse City International Racecourse,114.2262,30.63131,赛马场,676,Racecaper
868,南国首义汇, Nanguo Shouyihui,114.304726,30.534355,房地产类公司,279,Real estate company
1642,武汉万达公馆, Wuhan Wanda Mansion,114.309781,30.567374,房地产类公司,123,Real estate company
1201,居然之家(汉口店), actually home ( Hankou Store ),114.25209,30.608761,房地产类公司,187,Real estate company
20,凯德广场武胜, CapitaMall Wusheng,114.267669,30.568938,房地产类公司,5990,Real estate company
447,民航小区, Civil Aviation Community,114.23893,30.6282,住宅区,561,Residential area
1316,天勤花园, Tianqin Garden,114.19097,30.60838,住宅区,165,Residential area
842,武汉高尔夫城市花园, Wuhan Golf City Garden,114.21353,30.63877,住宅区,286,Residential area
992,湖北大学一期学生公寓, Hubei University Phase I Student Housing,114.33745,30.57913,住宅区,240,Residential area
1219,日月山水(巨龙大道), Sun and Moon Landscape ( Dragon Avenue ),114.30133,30.69625,住宅区,183,Residential area
1227,统建大江园南苑, Tongjian Dajiang Garden Nanyuan,114.29322,30.61691,住宅区,181,Residential area
452,万科城, Vanke City,114.237632,30.626845,住宅区,554,Residential area
1223,丰竹园, Fengzhuyuan,114.23767,30.61017,住宅区,182,Residential area
1021,常青花园四小区(南门), Evergreen Garden No. 4 Community ( South Gate ),114.23773,30.64577,住宅区,233,Residential area
1323,凤凰城, Phoenix city,114.30918,30.55716,住宅区,164,Residential area
410,水岸星城, Waterfront Star City,114.34337,30.57578,住宅区,611,Residential area
1195,绿汀雅境, Green and elegant,114.37216,30.50137,住宅区,188,Residential area
814,佳源花都小区,Jiayuan Huadu Community,114.44611,30.477218,住宅区,297,Residential area
1370,佳园小区(解放大道), Jiayuan Community ( Liberation Avenue ),114.33417,30.65064,住宅区,157,Residential area
1032,人信·奥林花园, people believe · Olin Garden,114.18183,30.50963,住宅区,230,Residential area
1198,美林青城, Merrill Lynch Qingcheng,114.3537,30.59353,住宅区,187,Residential area
1218,中南财经政法大学临湖公寓, Lakeside Apartment of Zhongnan University of Economics and Law,114.39064,30.4722,住宅区,183,Residential area
1424,水木清华, Shuimu Tsinghua,114.15426,30.50685,住宅区,149,Residential area
1027,香港映象, Hong Kong image,114.21541,30.58791,住宅区,231,Residential area
269,泰塑学生公寓, Taisu Student Apartment,114.43273,30.458,住宅区,923,Residential area
427,保利花园, Poly Garden,114.41265,30.49928,住宅区,589,Residential area
1204,中大长江紫都, CUHK Yangtze River Purple Capital,114.2895,30.51477,住宅区,186,Residential area
1326,云鹤小区, Yunhe Community,114.22111,30.60246,住宅区,163,Residential area
583,融侨锦城, Rongqiao Jincheng,114.20294,30.59378,住宅区,420,Residential area
1425,临江港湾, Linjiang Harbor,114.41232,30.65163,住宅区,149,Residential area
248,铜锣湾广场, Causeway Bay Plaza,114.26661,30.55029,住宅区,983,Residential area
1234,新地·盛世东方, new land · Prosperity East,114.300881,30.638019,住宅区,180,Residential area
1451,沈家湾花园小区, Shenjiawan Garden Community,114.33032,30.51855,住宅区,145,Residential area
953,佛祖岭社区, Fozuling Community,114.44568,30.43815,住宅区,251,Residential area
1583,富丽雅花园, Fuliya Garden,114.15293,30.62258,住宅区,128,Residential area
474,武汉科技大学人和大学生公寓,Wuhan University of Science and Technology and Student Apartments,114.36517,30.6228,住宅区,524,Residential area
1294,金都汉宫, Jinduhan Palace,114.30344,30.55786,住宅区,168,Residential area
1293,幸福人家, happy family,114.29656,30.64461,住宅区,168,Residential area
1470,江南家园小区, Jiangnan Home Community,114.395831,30.480663,住宅区,141,Residential area
1268,都市兰亭, Urban Lanting,114.26818,30.55066,住宅区,173,Residential area
1499,狮城名居, lion city residence,114.350341,30.509035,住宅区,137,Residential area
1269,潮海公寓, Chaohai Apartment,114.15622,30.52246,住宅区,173,Residential area
216,保利心语, Poly heart language,114.325713,30.472708,住宅区,1148,Residential area
1473,中南财经政法大学弘博环湖学生公寓, Zhongnan University of Economics and Law Hongbo Huanhu Student Apartment,114.38191,30.4744,住宅区,141,Residential area
1498,关南社区, Guannan Community,114.43262,30.47794,住宅区,137,Residential area
1292,锦绣江南, Splendid Jiangnan,114.358942,30.563302,住宅区,168,Residential area
1497,东亭小区, Dongting Community,114.35797,30.56727,住宅区,137,Residential area
1274,尚隆地球村, Shanglong Global Village,114.31436,30.55781,住宅区,172,Residential area
1287,华安里社区, Huaanli Community,114.2432,30.61905,住宅区,169,Residential area
1493,天泽一方, Amazawa side,114.21758,30.60595,住宅区,138,Residential area
1285,绿景苑, Green View Court,114.37303,30.60763,住宅区,169,Residential area
1284,东立国际(四号门), Dongli International ( door number four ),114.31047,30.62423,住宅区,169,Residential area
895,金桥·港湾花园水木廷苑, Golden Bridge · Harbour Garden Shuimu Tingyuan,114.26171,30.52971,住宅区,269,Residential area
987,武汉大学三环学生公寓, Wuhan University Third Ring Student Apartment,114.37429,30.52896,住宅区,241,Residential area
525,南国明珠, Pearl of the South,114.20059,30.54111,住宅区,470,Residential area
1466,锦湖花园, Kumho Garden,114.34467,30.66473,住宅区,142,Residential area
984,新地·东方明珠, new land · Pearl of the Orient,114.29843,30.63783,住宅区,242,Residential area
863,复地东湖国际, Forte East Lake International,114.34891,30.56306,住宅区,279,Residential area
453,人信·汉商银座, people believe · Hanshang Ginza,114.26781,30.54927,住宅区,554,Residential area
605,观湖苑, Guanhuyuan,114.09002,30.46218,住宅区,402,Residential area
1513,纳帕溪谷, Napa Valley,114.41669,30.41803,住宅区,136,Residential area
1237,泰兴里, Taehung-ri,114.30067,30.58935,住宅区,179,Residential area
1304,卡迪亚公馆, Cadia Mansion,114.383216,30.479173,住宅区,167,Residential area
464,金色华府, Golden Washington,114.28607,30.60939,住宅区,540,Residential area
1452,凤凰花园, Phoenix Garden,114.42339,30.44083,住宅区,145,Residential area
1240,凯旋名邸, Triumph Mansion,114.31898,30.52368,住宅区,178,Residential area
973,学雅芳邻, Learn about Avonne,114.36559,30.5047,住宅区,245,Residential area
876,中建康城, China Construction Cannes City,114.40868,30.47179,住宅区,276,Residential area
972,香缇美景, Shanti beauty,114.23056,30.61816,住宅区,245,Residential area
1241,玫瑰苑, rose garden,114.20304,30.56672,住宅区,178,Residential area
538,东湖新村,East Lake New Village,114.369713,30.529554,住宅区,460,Residential area
